2474	53	135002
2474	53	145249
2474	53	160437
2474	53	140068
2474	53	146577
2474	53	147771
2474	53	161549
2474	53	138967
2474	53	162757
2474	53	157494
2474	53	131753
2474	1	161505
2474	1	134799
2474	1	160984
2474	1	151217
2474	1	144213
2474	1	138643
2474	1	152800
2474	1	158534
2474	1	141646
2474	1	162134
2474	1	131321
2474	1	160595
827	53	135373
827	53	156058
827	53	132330
827	1	147449
827	1	136220
827	1	131425
827	1	139082
827	1	150209
827	1	160597
827	1	142969
54962	53	150870
54962	53	153164
54962	53	148917
54962	53	162779
54962	53	132582
54962	53	133221
2879	53	148944
2879	53	133310
2879	53	132318
2879	53	158924
2879	1	163165
1233	53	145211
1233	53	153469
1233	53	155936
1233	53	150609
1233	1	139178
1233	1	140163
1233	1	131816
1233	1	159921
1233	1	157355
1233	1	134847
1233	1	151446
1233	1	149027
1233	1	158024
1233	1	157207
1233	1	142752
1233	1	161771
1233	1	145350
1233	1	158336
1233	1	155072
1233	1	147009
1233	1	142467
1233	1	154054
1233	1	136295
1233	1	147335
2917	53	148863
2917	53	145688
2917	53	142315
2917	53	142602
2917	53	149943
2917	1	145963
2917	1	158552
2917	1	156930
2917	1	132923
2917	1	162021
60046	53	159051
60046	53	161290
60046	53	152220
60046	53	143951
60046	53	161282
60046	53	137733
57522	53	156495
57522	53	152771
57522	53	163510
57522	53	156795
57522	53	159746
57522	53	158856
57522	53	156291
57522	53	137750
57522	53	155914
57522	53	138053
3273	53	134155
3273	53	150146
3273	53	150187
3273	53	143022
3273	53	136978
3273	53	142577
3273	53	132096
3273	53	139348
3273	53	150921
3273	53	132665
3273	53	159336
3273	53	134250
3273	53	163401
3273	53	137795
3273	53	131421
3273	53	147633
3273	53	143982
3273	53	135608
3273	53	145177
3273	1	162668
3273	1	133351
3273	1	132526
3273	1	163067
3050	53	156672
3050	53	149162
3050	53	163184
3050	53	152188
3050	53	135059
3050	53	140068
3050	53	134343
3050	53	146477
7872	53	145265
7872	53	141132
208	1	163432
208	1	162001
208	1	149743
208	1	152243
208	1	148836
208	1	148115
208	1	145617
208	1	149749
208	1	158745
208	1	145011
208	1	139327
208	1	158880
208	1	147186
208	1	152521
208	1	154785
208	1	161543
208	1	141615
208	1	160731
208	1	138418
208	1	161349
208	1	149329
208	53	161066
208	53	158845
208	53	156833
208	53	154691
208	53	138735
208	53	150491
208	53	149317
208	53	152175
208	53	139468
208	53	163254
208	53	142906
208	53	137592
208	53	145865
208	53	155563
208	53	162439
208	53	162932
208	53	137551
32892	53	157962
156	53	136153
156	53	140214
156	53	147667
156	53	132090
156	53	143451
156	53	137752
156	53	162450
156	53	144384
156	53	144247
156	53	139321
156	53	140712
156	53	146451
156	53	133607
156	53	137521
156	1	142409
156	1	158962
156	1	161073
156	1	139135
156	1	144600
156	1	156818
156	1	147714
156	1	139436
6755	53	140206
6755	53	143293
6755	53	150554
6755	53	133904
6755	53	145601
6755	1	145936
166	53	153381
166	53	133073
166	53	147820
166	53	134725
166	53	159084
166	53	137587
166	53	149155
166	53	143324
166	53	157231
166	53	139348
166	1	154453
166	1	139927
166	1	132388
166	1	131520
166	1	149005
166	1	160981
166	1	139507
166	9	156712
5940	53	145048
5940	53	151246
5940	53	140765
5940	53	150288
814	53	132889
814	53	136519
814	53	152300
814	53	156157
814	1	162291
814	1	154822
5520	53	158413
5520	53	134093
5520	53	137879
26251	53	157685
8788	53	135539
8788	53	151856
8788	53	147880
3738	53	134649
3738	53	151389
3738	53	133600
3738	53	151972
3738	53	149160
3738	53	153836
3738	1	157944
3738	1	151560
3738	1	162305
3738	1	158062
3738	1	147731
2225	53	140190
2225	53	137404
1742	53	136537
1742	53	144362
1742	53	163510
1742	53	160397
1742	53	147067
1742	53	137405
1742	53	162091
1742	53	145072
1742	53	141237
1742	1	157123
1742	1	149289
1742	1	145718
1742	1	153205
1742	1	145057
1742	1	144060
1742	1	160965
1742	1	151810
1742	1	133293
1742	1	133840
1742	1	134088
1742	1	160112
1742	1	157995
1742	1	160849
1742	1	144591
5275	53	157522
5275	53	146451
5275	53	146577
5275	53	135831
5275	53	145595
6422	53	155695
6422	53	146193
6422	53	138142
6422	53	140483
6422	53	161338
6422	53	151808
6422	53	163060
6422	53	161267
6422	53	145082
6422	53	136713
26185	53	146671
26185	1	131318
5646	53	145328
5646	53	131943
5646	53	136430
5646	53	163672
5646	53	137394
5646	53	152802
5646	53	147088
5646	53	154703
5646	1	155509
796	1	131633
796	1	162859
796	1	161720
796	1	144731
796	1	157228
796	1	142395
796	1	141080
2827	53	149782
2827	53	141839
2827	53	135665
2827	53	153086
2827	53	150623
2827	53	163545
2827	53	135411
2827	53	136470
2827	53	163625
2827	53	138487
2827	53	159303
2827	53	151231
2827	53	146888
2827	1	155069
2827	1	135543
2827	1	154568
2827	1	151028
2827	1	144279
2827	1	146693
2827	1	146213
2827	1	140629
2827	1	153432
2827	1	158649
48567	53	139106
48567	53	152620
48567	53	142222
48567	53	133883
943	1	152952
943	1	140307
943	53	157023
943	53	152847
943	53	163746
943	53	155313
943	53	140364
